"CODE_SET","CDF_MEANING","CKI"
"1661","ORDBL COMPXM","CKI.CODEVALUE!25306"
"1661","ORG SUP PRFX","CKI.CODEVALUE!4235"
"1661","OVER ABSCRYN","CKI.CODEVALUE!25286"
"1661","OVER CLNABYN","CKI.CODEVALUE!25287"
"1661","OVERABORH","CKI.CODEVALUE!25283"
"1661","OVERDEMABORH","CKI.CODEVALUE!45187"
"1661","OVERDSPABORH","CKI.CODEVALUE!25285"
"1661","OVERDSPABSC","CKI.CODEVALUE!25284"
"1661","OWNINVDEF","CKI.CODEVALUE!2185028"
"1661","PAT ENTRY","CKI.CODEVALUE!17073"
"1661","PATLOCKLIMIT","CKI.CODEVALUE!17074"
"1661","PHA ADDDEACT","CKI.CODEVALUE!10606"
"1661","PHA DB CHG","CKI.CODEVALUE!5240"
"1661","PHA HEIGHT","CKI.CODEVALUE!9017"
"1661","PHA SERUM CR","CKI.CODEVALUE!9018"
"1661","PHA SRC BILL","CKI.CODEVALUE!5241"
"1661","PHA SRC DUP","CKI.CODEVALUE!5242"
"1661","PHA SRC LBL","CKI.CODEVALUE!5243"
"1661","PHA SRC MNE","CKI.CODEVALUE!5244"
"1661","PHA WEIGHT","CKI.CODEVALUE!9019"
"1661","PHABILLING","CKI.CODEVALUE!25288"
"1661","PHACARTDOSE","CKI.CODEVALUE!46326"
"1661","PHADCLABEL","CKI.CODEVALUE!49723"
"1661","PHADVSEP","CKI.CODEVALUE!25289"
"1661","PHAENCNTRALI","CKI.CODEVALUE!20655"
"1661","PHALASTLOC","CKI.CODEVALUE!17075"
"1661","PHALSTRESORT","CKI.CODEVALUE!46324"
"1661","PHAOPENDEMO","CKI.CODEVALUE!11548"
"1661","PHAOPENOE","CKI.CODEVALUE!11549"
"1661","PHAOPENWORK","CKI.CODEVALUE!11550"
"1661","PHAPATIDNBR","CKI.CODEVALUE!17077"
"1661","PHAPERSONALI","CKI.CODEVALUE!20656"
"1661","PHAPERSORENC","CKI.CODEVALUE!20657"
"1661","PHAPROFONTOP","CKI.CODEVALUE!11546"
"1661","PHAPYXISIDEN","CKI.CODEVALUE!17078"
"1661","PHAREFDB","CKI.CODEVALUE!25290"
"1661","PHATNFMNEM","CKI.CODEVALUE!17079"
"1661","POSRSLTDISP","CKI.CODEVALUE!3472917"
"1661","POSRSLTQUAR","CKI.CODEVALUE!3472916"
"1661","PREV INCOMPT","CKI.CODEVALUE!4236"
"1661","PREV XM WARN","CKI.CODEVALUE!4237"
"1661","PROD STATE","CKI.CODEVALUE!73755"
"1661","PRODDSNOTICE","CKI.CODEVALUE!3379359"
"1661","PTPROMPT","CKI.CODEVALUE!28709"
"1661","QUAR OVERDE","CKI.CODEVALUE!4238"
"1661","RECEIVE RPRT","CKI.CODEVALUE!4158"
"1661","RECRUITDAYS","CKI.CODEVALUE!723867239"
"1661","RECV QUAR","CKI.CODEVALUE!4159"
"1661","RELEASE XM","CKI.CODEVALUE!4160"
"1661","REQUIRE QUAR","CKI.CODEVALUE!46492"
"1661","RET DEF VINS","CKI.CODEVALUE!4161"
"1661","RET SYS QUAR","CKI.CODEVALUE!4162"
"1661","RET VIS INSP","CKI.CODEVALUE!4163"
"1661","RETEST SAME","CKI.CODEVALUE!25293"
"1661","RETRN QUAR","CKI.CODEVALUE!4164"
"1661","RX DRG NO FM","CKI.CODEVALUE!5245"
"1661","RX FILLRANGE","CKI.CODEVALUE!10235"
"1661","RX FRM DIG","CKI.CODEVALUE!5246"
"1661","RX LBL FORM","CKI.CODEVALUE!5247"
"1661","RX LBL NAME","CKI.CODEVALUE!5248"
"1661","RX LBL STR","CKI.CODEVALUE!5249"
"1661","RX NAME DIG","CKI.CODEVALUE!5250"
"1661","RX NAME MNE","CKI.CODEVALUE!5251"
"1661","SDD","CKI.CODEVALUE!4165"
"1661","SEP ABORH","CKI.CODEVALUE!22980"
"1661","STARTING NBR","CKI.CODEVALUE!4166"
"1661","SYS CALC VOL","CKI.CODEVALUE!4167"
"1661","SYS GEN NBR","CKI.CODEVALUE!4168"
"1661","SYS NBR PRFX","CKI.CODEVALUE!4169"
"1661","SYS SEQ NBR","CKI.CODEVALUE!4170"
"1661","SYS_DISP_RSN","CKI.CODEVALUE!4200146222"
"1661","TEST 2 SAMPL","CKI.CODEVALUE!25296"
"1661","TRANS DIGITS","CKI.CODEVALUE!4171"
"1661","TRANSF HRS","CKI.CODEVALUE!4172"
"1661","TRANSF INC C","CKI.CODEVALUE!3250821"
"1661","TRANSF INC R","CKI.CODEVALUE!3250820"
"1661","TRANSF TIME","CKI.CODEVALUE!4173"
"1661","TRNF VOL REQ","CKI.CODEVALUE!4174"
"1661","USE COOLERS","CKI.CODEVALUE!4175"
"1661","VISUAL INSPT","CKI.CODEVALUE!4176"
"1661","XM 2A CUR","CKI.CODEVALUE!3165894"
"1661","XM 2A INFO","CKI.CODEVALUE!3165892"
"1661","XM 2A NTCUR","CKI.CODEVALUE!3165895"
"1661","XM 2A REQ","CKI.CODEVALUE!3165891"
"1661","XM 2A RETST","CKI.CODEVALUE!3165893"
"1661","XM ABO DYS","CKI.CODEVALUE!3165889"
"1661","XM ABO HRS","CKI.CODEVALUE!3165890"
"1661","XM ABO REQ","CKI.CODEVALUE!3165888"
"1661","XM ABSC DYS","CKI.CODEVALUE!3165899"
"1661","XM ABSC HRS","CKI.CODEVALUE!3165900"
"1661","XM ABSC REQ","CKI.CODEVALUE!3165898"
"1661","XM AGAB VAL","CKI.CODEVALUE!3165896"
"1661","XM ALLO BLK","CKI.CODEVALUE!3974365"
"1661","XM ALLO DYS","CKI.CODEVALUE!4177"
"1661","XM ALLO HRS","CKI.CODEVALUE!4178"
"1661","XM ASGN REL","CKI.CODEVALUE!4179"
"1661","XM AUTO DYS","CKI.CODEVALUE!4180"
"1661","XM AUTO HRS","CKI.CODEVALUE!4181"
"1661","XM BABY AGE","CKI.CODEVALUE!4182"
"1661","XM BABY DIFF","CKI.CODEVALUE!4183"
"1661","XM COMP DYS","CKI.CODEVALUE!4184"
"1661","XM COMP EE","CKI.CODEVALUE!2570015093"
"1661","XM COMP HRS","CKI.CODEVALUE!4185"
"1661","XM CUR DEF","CKI.CODEVALUE!3165887"
"1661","XM DIR DYS","CKI.CODEVALUE!4186"
"1661","XM DIR HRS","CKI.CODEVALUE!4187"
"1661","XM EXP CALC","CKI.CODEVALUE!4188"
"1661","XM EXP CHK","CKI.CODEVALUE!4200141286"
"1661","XM LOOK","CKI.CODEVALUE!4189"
"1661","XM LOOK HRS","CKI.CODEVALUE!4190"
"1661","XM REIN DYS","CKI.CODEVALUE!4191"
"1661","XM REPORT","CKI.CODEVALUE!4193"
"1661","XM SAME PROD","CKI.CODEVALUE!4194"
"1661","XM TRFRQ VAL","CKI.CODEVALUE!3165897"
"1661","XM WARN DYS","CKI.CODEVALUE!4195"
"1661","XM WARN HRS","CKI.CODEVALUE!4196"
"1661","XOVER AUTO","CKI.CODEVALUE!4197"
"1661","XOVER DIR","CKI.CODEVALUE!4213"
"1662","ASSIGN","CKI.CODEVALUE!14310"
"1662","AUTO/DIR","CKI.CODEVALUE!4126"
"1662","BATCH TRANSF","CKI.CODEVALUE!4127"
"1662","BBDONCORR","CKI.CODEVALUE!3491603"
"1662","BBTCOMPXM","CKI.CODEVALUE!25261"
"1662","BBTGLOBAL","CKI.CODEVALUE!17080"
"1662","DEMOGRAPHICS","CKI.CODEVALUE!9020"
"1662","DESTROY","CKI.CODEVALUE!4128"
"1662","DISPENSE","CKI.CODEVALUE!4129"
"1662","DISPNSE RTRN","CKI.CODEVALUE!4130"
"1662","DISPOSE","CKI.CODEVALUE!4131"
"1662","DONORDEMOG","CKI.CODEVALUE!13831"
"1662","DONORGLOBALS","CKI.CODEVALUE!13830"
"1662","DONORSEARCH","CKI.CODEVALUE!13832"
"1662","DONRESULTS","CKI.CODEVALUE!13833"
"1662","FRMLRY MGMT","CKI.CODEVALUE!5252"
"1662","LABELVERIF","CKI.CODEVALUE!25263"
"1662","LABELVERIFY","CKI.CODEVALUE!25264"
"1662","MANIPULATE","CKI.CODEVALUE!4132"
"1662","PHA DISPENSE","CKI.CODEVALUE!10236"
"1662","PHAINTERFACE","CKI.CODEVALUE!17081"
"1662","PHARMACY OE","CKI.CODEVALUE!11545"
"1662","PHPARAMS","CKI.CODEVALUE!5253"
"1662","POOLPRODUCTS","CKI.CODEVALUE!4133"
"1662","PROD PREBLD","CKI.CODEVALUE!5254"
"1662","QUARANTINE","CKI.CODEVALUE!4134"
"1662","RECEIVE","CKI.CODEVALUE!4135"
"1662","RECRUITMENT","CKI.CODEVALUE!723867240"
"1662","RESULT ENTRY","CKI.CODEVALUE!4136"
"1662","RSLTENTDNR","CKI.CODEVALUE!25253"
"1662","TRANSFUSE","CKI.CODEVALUE!4137"
"1662","XM RELEASE","CKI.CODEVALUE!4138"
"1664","ASSIGN","CKI.CODEVALUE!4104"
"1664","CROSSMATCH","CKI.CODEVALUE!4105"
"1664","DISPENSE","CKI.CODEVALUE!4106"
"1664","DISPOSE","CKI.CODEVALUE!4107"
"1664","MANIPULATE","CKI.CODEVALUE!4108"
"1664","QUARANTINE","CKI.CODEVALUE!4109"
"1664","RECEIVE","CKI.CODEVALUE!723873010"
"1664","SHIP","CKI.CODEVALUE!723873009"
"1664","TRANSFER","CKI.CODEVALUE!4110"
"1664","TRANSFUSE","CKI.CODEVALUE!72872"
"1664","VERIFY","CKI.CODEVALUE!3472791"
"1664","XM REINSTATE","CKI.CODEVALUE!4111"
"1666","DELIVERY_A","CKI.CODEVALUE!723877159"
"1666","DELIVERY_B","CKI.CODEVALUE!723877160"
"1666","DELIVERY_D","CKI.CODEVALUE!723877161"
"1666","DELIVERY_F","CKI.CODEVALUE!723877162"
"1901","ACCEPT","CKI.CODEVALUE!3012"
"1901","AUTOVERIFIED","CKI.CODEVALUE!10193"
"1901","CHANGE","CKI.CODEVALUE!3013"
"1901","CORRECTED","CKI.CODEVALUE!3018"
"1901","CORRINREV","CKI.CODEVALUE!3189683"
"1901","DISCARD","CKI.CODEVALUE!11679"
"1901","INLAB","CKI.CODEVALUE!3017"
"1901","INREVIEW","CKI.CODEVALUE!9021"
"1901","OLD CHANGE","CKI.CODEVALUE!3016"
"1901","OLDAUTOVERF","CKI.CODEVALUE!10194"
"1901","OLDCORRECTED","CKI.CODEVALUE!3731"
"1901","OLDCORRINREV","CKI.CODEVALUE!3738585"
"1901","OLDINREVIEW","CKI.CODEVALUE!8929"
"1901","OLDPERFORMED","CKI.CODEVALUE!3010"
"1901","OLDVERIFIED","CKI.CODEVALUE!3014"
"1901","PENDING","CKI.CODEVALUE!3009"
"1901","PERFORMED","CKI.CODEVALUE!3812"
"1901","REJECT","CKI.CODEVALUE!3011"
"1901","REVIEWED","CKI.CODEVALUE!8030"
"1901","REVIEWED2","CKI.CODEVALUE!44930"
"1901","VERIFIED","CKI.CODEVALUE!3019"
"1902","ALP_ABNORMAL","CKI.CODEVALUE!3020"
"1902","ALP_CRITICAL","CKI.CODEVALUE!3030"
"1902","ALP_NORMAL","CKI.CODEVALUE!3786"
"1902","ALP_NOTIFY","CKI.CODEVALUE!723874472"
"1902","ALP_REVIEW","CKI.CODEVALUE!3022"
"1902","CHECKED","CKI.CODEVALUE!11910"
"1902","CRITICAL","CKI.CODEVALUE!3029"
"1902","DELTA_FAIL","CKI.CODEVALUE!3025"
"1902","DELTA_PASS","CKI.CODEVALUE!3026"
"1902","FEASIBLE","CKI.CODEVALUE!11908"
"1902","IMAGE","CKI.CODEVALUE!723877064"
"1902","IN_CONTROL","CKI.CODEVALUE!4956"
"1902","LINEAR","CKI.CODEVALUE!11909"
"1902","NORMAL_HIGH","CKI.CODEVALUE!3027"
"1902","NORMAL_LOW","CKI.CODEVALUE!3028"
"1902","NOT_APPLIED","CKI.CODEVALUE!3024"
"1902","NOTIFY","CKI.CODEVALUE!723874471"
"1902","OUT_CONTROL","CKI.CODEVALUE!4774"
"1902","PREV_RESULT","CKI.CODEVALUE!4200097814"
"1902","QC_OVERRIDE","CKI.CODEVALUE!2160704099"
"1902","REPEATED","CKI.CODEVALUE!4200094624"
"1902","REVIEW","CKI.CODEVALUE!3023"
"1902","RR_OUTLIER","CKI.CODEVALUE!215767"
"1902","UNCHECKED","CKI.CODEVALUE!11911"
"1902","WITHIN_RANGE","CKI.CODEVALUE!3021"
"1903","100","CKI.CODEVALUE!83603"
"1903","101","CKI.CODEVALUE!83591"
"1903","102","CKI.CODEVALUE!83592"
"1903","103","CKI.CODEVALUE!83593"
"1903","104","CKI.CODEVALUE!83594"
"1903","105","CKI.CODEVALUE!83595"
"1903","106","CKI.CODEVALUE!83596"
"1903","107","CKI.CODEVALUE!83597"
"1903","108","CKI.CODEVALUE!83598"
"1903","109","CKI.CODEVALUE!83602"
"1903","110","CKI.CODEVALUE!83599"
"1903","111","CKI.CODEVALUE!83600"
"1903","112","CKI.CODEVALUE!83601"
"1903","113","CKI.CODEVALUE!85831"
"1903","114","CKI.CODEVALUE!85832"
"1903","115","CKI.CODEVALUE!85833"
"1903","116","CKI.CODEVALUE!85834"
"1903","117","CKI.CODEVALUE!2548282"
"1903","118","CKI.CODEVALUE!2548283"
"1903","119","CKI.CODEVALUE!2598159"
"1903","120","CKI.CODEVALUE!2605622"
"1903","121","CKI.CODEVALUE!2606317"
"1903","122","CKI.CODEVALUE!2606315"
"1903","123","CKI.CODEVALUE!2606316"
"1903","124","CKI.CODEVALUE!2636869"
"1903","125","CKI.CODEVALUE!2653015"
"1903","126","CKI.CODEVALUE!2655713"
"1903","127","CKI.CODEVALUE!2655714"
"1903","128","CKI.CODEVALUE!2655715"
"1903","129","CKI.CODEVALUE!2655716"
"1903","130","CKI.CODEVALUE!2655709"
"1903","131","CKI.CODEVALUE!2655710"
"1903","132","CKI.CODEVALUE!2655711"
"1903","133","CKI.CODEVALUE!2655712"
"1903","134","CKI.CODEVALUE!2706622"
"1903","135","CKI.CODEVALUE!2706621"
"1903","136","CKI.CODEVALUE!2706624"
"1903","137","CKI.CODEVALUE!2706620"
"1903","138","CKI.CODEVALUE!2706623"
"1903","139","CKI.CODEVALUE!2706626"
"1903","140","CKI.CODEVALUE!2767727"
"1903","141","CKI.CODEVALUE!2767728"
"1903","142","CKI.CODEVALUE!2771967"
"1903","143","CKI.CODEVALUE!723871412"
"1903","144","CKI.CODEVALUE!723874839"
"1903","145","CKI.CODEVALUE!723874840"
"1903","146","CKI.CODEVALUE!723874841"
"1903","147","CKI.CODEVALUE!4201053239"
"1903","148","CKI.CODEVALUE!4201473426"
"1903","149","CKI.CODEVALUE!4201477592"
"1903","150","CKI.CODEVALUE!4201481385"
"1903","151","CKI.CODEVALUE!4201481414"
"1903","200","CKI.CODEVALUE!2598158"
"1905","1","CKI.CODEVALUE!3033"
"1905","3","CKI.CODEVALUE!3031"
"1905","8","CKI.CODEVALUE!3032"
"1905","9","CKI.CODEVALUE!3031"
"1950","COR","CKI.CODEVALUE!10223"
"1950","DAR","CKI.CODEVALUE!10220"
"1950","EXC","CKI.CODEVALUE!10224"
"1950","PTR","CKI.CODEVALUE!10222"
"2052","AP","CKI.CODEVALUE!8930"
"2052","BLOOD","CKI.CODEVALUE!3837"
"2052","CARDIOVASCUL","CKI.CODEVALUE!13013483"
"2052","RADIOLOGY","CKI.CODEVALUE!6205"
"2054","STAT","CKI.CODEVALUE!1001561"
"2054","TIMEDROUTINE","CKI.CODEVALUE!1001559"
"2057","CARDIOVASCUL","CKI.CODEVALUE!12004002"
"2057","QC","CKI.CODEVALUE!4922"
"2057","QP","CKI.CODEVALUE!4923"
"2059","NURSE_MISS","CKI.CODEVALUE!723888330"
"2059","SYSMISS","CKI.CODEVALUE!11757"
"2060","ACTIVE","CKI.CODEVALUE!3878073"
"2060","CANCELED","CKI.CODEVALUE!10134"
"2060","COLLECTED","CKI.CODEVALUE!4896"
"2060","DISCARDED","CKI.CODEVALUE!4897"
"2060","DISPATCH","CKI.CODEVALUE!4898"
"2060","INACTIVE","CKI.CODEVALUE!10135"
"2060","IN-TRANSIT","CKI.CODEVALUE!4899"
"2060","INUSE","CKI.CODEVALUE!3878071"
"2060","MISSED","CKI.CODEVALUE!4900"
"2060","OMITTED","CKI.CODEVALUE!10136"
"2060","ON HOLD","CKI.CODEVALUE!4901"
"2060","PENDING","CKI.CODEVALUE!4902"
"2060","RECOLLECT","CKI.CODEVALUE!4903"
"2060","RESCHEDULED","CKI.CODEVALUE!4904"
"2060","STORED","CKI.CODEVALUE!4905"
"2061","ADD_ORDER","CKI.CODEVALUE!723887806"
"2061","ALIQUOTTED","CKI.CODEVALUE!4906"
"2061","CANCELED","CKI.CODEVALUE!11758"
"2061","CANCELLED","CKI.CODEVALUE!8032"
"2061","CHECKED IN","CKI.CODEVALUE!11759"
"2061","CHECKED OUT","CKI.CODEVALUE!11760"
"2061","COLLECTED","CKI.CODEVALUE!4908"
"2061","COURIERDEL","CKI.CODEVALUE!4201656879"
"2061","COURIERPU","CKI.CODEVALUE!4201656878"
"2061","COURIERVER","CKI.CODEVALUE!4201656880"
"2061","COURLOADCONT","CKI.CODEVALUE!4201656881"
"2061","COURUNLDCONT","CKI.CODEVALUE!4201656898"
"2061","CREATED","CKI.CODEVALUE!3866335"
"2061","DECR_VOL","CKI.CODEVALUE!3909670"
"2061","DISCARDED","CKI.CODEVALUE!4909"
"2061","DISPATCHED","CKI.CODEVALUE!4910"
"2061","IN TRANSIT","CKI.CODEVALUE!4911"
"2061","INACTIVE","CKI.CODEVALUE!11761"
"2061","INCR_VOL","CKI.CODEVALUE!3909669"
"2061","LOCKED","CKI.CODEVALUE!3866333"
"2061","LOGGED IN","CKI.CODEVALUE!4915"
"2061","LOGGED OUT","CKI.CODEVALUE!4912"
"2061","MATCHED","CKI.CODEVALUE!4200095440"
"2061","MERGED","CKI.CODEVALUE!3866336"
"2061","MISMATCHED","CKI.CODEVALUE!4200095441"
"2061","MISSED","CKI.CODEVALUE!4913"
"2061","MODCONTAINER","CKI.CODEVALUE!4200951026"
"2061","MODIFIED","CKI.CODEVALUE!4914"
"2061","MODRECOLLECT","CKI.CODEVALUE!13872"
"2061","OMITTED","CKI.CODEVALUE!11762"
"2061","ON HOLD","CKI.CODEVALUE!11763"
"2061","PAIDCOLLECT","CKI.CODEVALUE!4104673505"
"2061","PAIDOVERRIDE","CKI.CODEVALUE!4104673515"
"2061","PLACED IN","CKI.CODEVALUE!4200085256"
"2061","PPIDCOLLECT","CKI.CODEVALUE!3648885"
"2061","PPIDOVERRIDE","CKI.CODEVALUE!3648886"
"2061","QUALITY","CKI.CODEVALUE!4200096907"
"2061","RACKMOVED","CKI.CODEVALUE!4201489723"
"2061","RECOLLECT","CKI.CODEVALUE!11764"
"2061","REJECTED","CKI.CODEVALUE!4201527549"
"2061","REM_ORDER","CKI.CODEVALUE!723887807"
"2061","REMOVED FROM","CKI.CODEVALUE!4200085258"
"2061","RESCHEDULED","CKI.CODEVALUE!11765"
"2061","RFIDIN","CKI.CODEVALUE!4201415951"
"2061","RFIDOUT","CKI.CODEVALUE!4201415952"
"2061","RFIDTRCK","CKI.CODEVALUE!4201415950"
"2061","STORED","CKI.CODEVALUE!4916"
"2061","TRACKED","CKI.CODEVALUE!4200080377"
"2061","TRAYMOVED","CKI.CODEVALUE!4201661000"
"2061","UNLOCKED","CKI.CODEVALUE!3866334"
"2061","UNMATCHED","CKI.CODEVALUE!4200095442"
"2064","TRAYTYPE","CKI.CODEVALUE!723875501"
"2066","ABORT_ERR","CKI.CODEVALUE!3756964"
"2066","ACCLEN","CKI.CODEVALUE!2603274"
"2066","ACCSTART","CKI.CODEVALUE!2603273"
"2066","ALQ_IND","CKI.CODEVALUE!3760107"
"2066","AUTO_LOGIN","CKI.CODEVALUE!57584"
"2066","AUTO_PURGE","CKI.CODEVALUE!4298800"
"2066","AVAIL_RACKS","CKI.CODEVALUE!57585"
"2066","BUILD_LABEL","CKI.CODEVALUE!723869757"
"2066","CLA_STATE","CKI.CODEVALUE!56011"
"2066","DEMO_REQ","CKI.CODEVALUE!414749"
"2066","DEMO_RPL","CKI.CODEVALUE!414750"
"2066","EMPTYPRIMARY","CKI.CODEVALUE!3781978"
"2066","ERROR_DEST","CKI.CODEVALUE!57586"
"2066","INTF_STATE","CKI.CODEVALUE!56012"
"2066","LINE_TYPE","CKI.CODEVALUE!57587"
"2066","LOGRACK_IN","CKI.CODEVALUE!56013"
"2066","PAGER_ADDR","CKI.CODEVALUE!3756963"
"2066","PRINTER_NAME","CKI.CODEVALUE!4222382"
"2066","PROG_NAME","CKI.CODEVALUE!2548150"
"2066","REPEAT_LIMIT","CKI.CODEVALUE!2160806127"
"2066","RETEST_ANYTI","CKI.CODEVALUE!56014"
"2066","ROBO_TYPE","CKI.CODEVALUE!2188066"
"2066","ROBOTICS_DES","CKI.CODEVALUE!56015"
"2066","ROBOTICS_EVE","CKI.CODEVALUE!57588"
"2066","ROBOTICS_ST2","CKI.CODEVALUE!56017"
"2066","ROBOTICS_STO","CKI.CODEVALUE!56016"
"2066","SF_DISABLE","CKI.CODEVALUE!4534861"
"2066","SIMULATOR","CKI.CODEVALUE!55953"
"2066","STATION2","CKI.CODEVALUE!57589"
"2066","STATUS_ALERT","CKI.CODEVALUE!723948887"
"2066","STATUS_CODE","CKI.CODEVALUE!56018"
"2066","TEMP_STORAGE","CKI.CODEVALUE!56019"
"2066","TIME_LIMIT","CKI.CODEVALUE!723879648"
"2066","TQ_DISABLE","CKI.CODEVALUE!56020"
"2066","VERSION","CKI.CODEVALUE!2191232"
"2067","ARRIVED","CKI.CODEVALUE!57136"
"2067","BYPASSED","CKI.CODEVALUE!57137"
"2067","CHECKED OUT","CKI.CODEVALUE!57138"
"2067","COMPLETED","CKI.CODEVALUE!57139"
"2067","DEBUG","CKI.CODEVALUE!57140"
"2067","DISCARDED","CKI.CODEVALUE!57141"
"2067","DOWNLOADED","CKI.CODEVALUE!57593"
"2067","LOGGED IN","CKI.CODEVALUE!57594"
"2067","MOVED","CKI.CODEVALUE!57595"
"2067","PERFORMED","CKI.CODEVALUE!57596"
"2067","REFLEXED","CKI.CODEVALUE!57597"
"2067","REROUTED","CKI.CODEVALUE!57598"
"2067","STORED AT","CKI.CODEVALUE!57599"
"2068","ROBO_ALQGRP","CKI.CODEVALUE!3527204"
"2068","ROBO_ANALYZE","CKI.CODEVALUE!57153"
"2068","ROBO_INLET","CKI.CODEVALUE!57154"
"2068","ROBO_SAMPREQ","CKI.CODEVALUE!3527205"
"2068","ROBO_STORAGE","CKI.CODEVALUE!57155"
"2068","ROBO_TAKEOUT","CKI.CODEVALUE!57156"
"2072","CASESPECIMEN","CKI.CODEVALUE!723874073"
"2072","CASSETTE","CKI.CODEVALUE!723874074"
"2072","CONTAINER","CKI.CODEVALUE!723874072"
"2072","SLIDE","CKI.CODEVALUE!723874075"
"2073","DISPOSED","CKI.CODEVALUE!723874935"
"2073","EXHAUSTED","CKI.CODEVALUE!723874936"
"2074","DAKO","CKI.CODEVALUE!4200143423"
"2074","LEICA","CKI.CODEVALUE!4200143422"
"2074","VENTANA","CKI.CODEVALUE!723883352"
"2200","INFOSCAN","CKI.CODEVALUE!3760090"
"2202","BUSY","CKI.CODEVALUE!3733"
"2202","DISCONNECT","CKI.CODEVALUE!3043"
"2202","NO CONNECT","CKI.CODEVALUE!3044"
"2205","AGENTERR","CKI.CODEVALUE!5259"
"2205","BLDLSTFILE","CKI.CODEVALUE!5260"
"2205","BUILDRRDERRO","CKI.CODEVALUE!5261"
"2205","BUILDRRDLIST","CKI.CODEVALUE!5262"
"2205","CONNECTED","CKI.CODEVALUE!5263"
"2205","DEST_PHONE","CKI.CODEVALUE!8033"
"2205","DESTRUCT","CKI.CODEVALUE!5264"
"2205","DIALING","CKI.CODEVALUE!5265"
"2205","DISCON","CKI.CODEVALUE!5266"
"2205","DISCONERR","CKI.CODEVALUE!5267"
"2205","ERROR","CKI.CODEVALUE!5268"
"2205","FILEERR","CKI.CODEVALUE!5269"
"2205","FILENAME","CKI.CODEVALUE!5270"
"2205","IMMEDRETRY","CKI.CODEVALUE!5271"
"2205","INFORM","CKI.CODEVALUE!5272"
"2205","INIT","CKI.CODEVALUE!5273"
"2205","MODEMRESP","CKI.CODEVALUE!8931"
"2205","NONIMMEDRETR","CKI.CODEVALUE!5275"
"2205","PORTERROR","CKI.CODEVALUE!5276"
"2205","STATUS","CKI.CODEVALUE!17082"
"2205","WARNING","CKI.CODEVALUE!5277"
"2209","ACTIVE","CKI.CODEVALUE!5278"
"2209","BOUNCED","CKI.CODEVALUE!4103737144"
"2209","CANCELLED","CKI.CODEVALUE!5279"
"2209","CONFIRMED","CKI.CODEVALUE!4103737154"
"2209","COVERPAGE","CKI.CODEVALUE!129391"
"2209","ERROR","CKI.CODEVALUE!5280"
"2209","HELD","CKI.CODEVALUE!5281"
"2209","MAPPING","CKI.CODEVALUE!2564466"
"2209","QUEUED","CKI.CODEVALUE!5282"
"2209","UNXMITTED","CKI.CODEVALUE!5283"
"2209","XMITTED","CKI.CODEVALUE!5284"
"2211","DIALING","CKI.CODEVALUE!8035"
"2211","DISCON","CKI.CODEVALUE!8036"
"2211","INIT","CKI.CODEVALUE!8037"
"2213","COMPLETED","CKI.CODEVALUE!11686"
"2213","IN-PROCESS","CKI.CODEVALUE!11687"
"2213","NEW","CKI.CODEVALUE!11688"
"2213","WAIT","CKI.CODEVALUE!11689"
"2214","ORDERID","CKI.CODEVALUE!13733"
"2214","PERFRSLTID","CKI.CODEVALUE!13734"
"2216","CLIENT","CKI.CODEVALUE!68597"
"2216","PATIENT","CKI.CODEVALUE!68596"
"2217","SYSTEM","CKI.CODEVALUE!67866"
"2218","COVERPAGE","CKI.CODEVALUE!146612"
"2218","NORMALREPORT","CKI.CODEVALUE!146611"
"2221","BCREQIDNBR","CKI.CODEVALUE!723877834"
"2221","BCREQNUMBER","CKI.CODEVALUE!428113"
"2221","BUSINESSFAX","CKI.CODEVALUE!25130"
"2221","BUSINESSPH","CKI.CODEVALUE!25131"
"2221","CLIENTTEXT","CKI.CODEVALUE!25140"
"2221","DIAGCODE","CKI.CODEVALUE!40599"
"2221","DIAGNAME","CKI.CODEVALUE!40600"
"2221","DOCALTNUM","CKI.CODEVALUE!519128"
"2221","DOCNAME","CKI.CODEVALUE!25139"
"2221","DOCNUMBER","CKI.CODEVALUE!25146"
"2221","GENERICTEXT","CKI.CODEVALUE!25134"
"2221","GROUPTEXT","CKI.CODEVALUE!25135"
"2221","ORGADDR","CKI.CODEVALUE!25142"
"2221","ORGADDR2","CKI.CODEVALUE!25143"
"2221","ORGADDR3","CKI.CODEVALUE!25144"
"2221","ORGADDR4","CKI.CODEVALUE!25145"
"2221","ORGALIAS","CKI.CODEVALUE!52554"
"2221","ORGCITY","CKI.CODEVALUE!25132"
"2221","ORGCITYSTZIP","CKI.CODEVALUE!52575"
"2221","ORGCOUNTRY","CKI.CODEVALUE!52383"
"2221","ORGNAME","CKI.CODEVALUE!25138"
"2221","ORGSTABBREV","CKI.CODEVALUE!25250"
"2221","ORGSTNAME","CKI.CODEVALUE!25141"
"2221","ORGZIP","CKI.CODEVALUE!25147"
"2221","PROCCPT","CKI.CODEVALUE!25133"
"2221","PROCDESC","CKI.CODEVALUE!3165693"
"2221","PROCMNEM","CKI.CODEVALUE!25136"
"2221","PROCNAME","CKI.CODEVALUE!25137"
"2221","PROCSYN","CKI.CODEVALUE!39139"
"2221","REQIDNUMBER","CKI.CODEVALUE!723877833"
"2221","REQNUMBER","CKI.CODEVALUE!31941"
"2222","DIAGNOSIS","CKI.CODEVALUE!40598"
"2222","IDENTNUMBER","CKI.CODEVALUE!25126"
"2222","ORDERCATALOG","CKI.CODEVALUE!25124"
